520.972,128.178,0.833728,544.571,130.782,0.739747,540.636,132.754,0.726633,553.086,154.999,0.800764,541.285,166.155,0.742877,549.144,129.467,0.745059,572.703,155.035,0.841464,543.266,171.369,0.817947,572.067,169.415,0.607432,564.874,166.16,0.534525,526.875,181.191,0.862423,554.389,217.851,0.612664,577.962,170.732,0.619415,535.402,188.398,0.760066,560.284,220.479,0.65847,545.882,232.266,0.604373,553.078,232.915,0.532739,566.184,222.453,0.655722,541.939,229.002,0.399536,541.943,227.687,0.344383,560.285,217.223,0.153482,fall-16-cam0_000000000016_keypoints
532.109,122.284,0.898028,557.66,128.18,0.826196,551.754,128.808,0.736178,557.008,156.335,0.742799,539.341,169.399,0.647091,563.549,128.158,0.787929,583.863,156.975,0.843669,554.38,170.059,0.846493,574.027,170.744,0.673158,567.491,170.064,0.577911,527.549,179.233,0.771609,556.985,217.211,0.607323,580.585,172.699,0.622701,538.039,185.117,0.789074,558.311,219.821,0.591815,544.568,232.901,0.549645,556.355,232.921,0.537641,564.855,221.798,0.55522,541.958,230.316,0.226261,541.966,228.341,0.234137,564.215,217.849,0.26134,fall-16-cam0_000000000010_keypoints
543.926,117.014,0.833563,568.784,126.847,0.759946,562.913,126.199,0.679978,568.117,154.359,0.592182,552.403,164.802,0.558726,574.042,126.213,0.757053,591.702,158.287,0.791653,560.273,170.047,0.803879,575.996,172.034,0.598747,570.102,170.085,0.534001,526.902,175.33,0.847644,551.778,217.21,0.682943,582.544,174.66,0.618989,537.37,180.527,0.758639,561.581,217.207,0.672849,547.841,232.271,0.541083,556.341,232.262,0.499143,566.828,217.89,0.680231,539.982,230.955,0.445336,538.684,228.345,0.392798,554.392,219.175,0.202486,fall-16-cam0_000000000003_keypoints
517.06,128.857,0.851302,541.936,130.78,0.777016,537.361,132.739,0.757761,552.441,153.7,0.732271,538.673,166.792,0.705297,545.864,129.494,0.746229,568.808,155.664,0.838887,541.927,172.042,0.810453,572.717,169.4,0.612218,565.52,166.148,0.53221,526.255,181.202,0.848997,553.726,217.88,0.624986,578.607,170.711,0.648592,535.4,189.698,0.768605,560.281,220.481,0.662059,546.532,232.272,0.625327,553.735,232.918,0.550555,566.185,222.441,0.659616,541.299,229.645,0.42619,541.923,227.695,0.369216,560.277,217.863,0.147029,fall-16-cam0_000000000017_keypoints
546.529,117.016,0.848419,570.1,126.212,0.722213,564.224,124.91,0.652551,568.146,153.687,0.662709,551.772,162.859,0.680444,575.983,127.495,0.721544,591.711,158.932,0.810136,561.584,170.037,0.827724,575.995,172.681,0.602823,570.097,170.716,0.547424,526.896,175.32,0.847771,551.122,217.85,0.664683,582.543,175.283,0.623205,537.379,180.53,0.776322,562.22,217.223,0.692615,547.847,232.279,0.581059,555.7,232.26,0.523023,567.483,218.512,0.71388,538.683,231.599,0.511218,538.027,228.356,0.452095,553.726,221.126,0.204855,fall-16-cam0_000000000002_keypoints
515.752,132.083,0.855086,538.681,132.097,0.761739,536.042,133.396,0.746964,548.514,153.035,0.711085,537.381,166.149,0.774543,542.612,130.137,0.776244,566.825,156.326,0.806369,540.632,172.045,0.791922,569.444,168.756,0.616595,563.545,166.131,0.545427,526.875,181.229,0.840754,553.74,217.864,0.625223,575.342,170.708,0.648514,534.735,189.068,0.748773,559.632,219.842,0.663037,546.525,232.886,0.618899,553.082,232.922,0.542156,566.169,222.438,0.664337,541.924,229.643,0.407245,541.939,227.695,0.358272,560.933,217.212,0.153605,fall-16-cam0_000000000018_keypoints
541.934,118.335,0.926908,565.521,127.497,0.738295,558.32,128.147,0.719499,558.99,157.633,0.620678,547.174,166.165,0.523838,573.343,126.2,0.731439,589.738,158.28,0.829897,558.336,170.063,0.845381,574.044,172.032,0.63278,568.129,170.721,0.568148,526.911,175.96,0.834355,552.422,218.53,0.653199,581.233,174.64,0.606557,539.326,181.189,0.769646,558.987,218.514,0.654718,546.53,231.62,0.488488,555.699,230.969,0.455253,564.855,221.144,0.611898,540.64,230.298,0.405658,539.991,228.324,0.358673,555.701,222.435,0.176466,fall-16-cam0_000000000005_keypoints
511.211,132.752,0.81817,536.701,133.379,0.813416,532.149,134.069,0.764365,547.174,154.325,0.779647,533.431,169.411,0.677683,539.992,131.435,0.750968,562.912,156.334,0.834044,537.341,173.346,0.814288,568.781,167.449,0.632699,562.249,166.132,0.548403,526.247,181.211,0.822607,553.736,218.517,0.597369,574.681,169.408,0.6545,534.102,190.36,0.782203,559.634,220.477,0.665491,546.533,232.896,0.61107,553.732,232.931,0.529122,566.171,222.433,0.662498,541.921,230.308,0.413371,541.935,228.332,0.375277,560.936,217.861,0.14209,fall-16-cam0_000000000019_keypoints
542.608,117.662,0.913815,568.111,126.843,0.747919,560.278,126.852,0.658657,564.872,155.02,0.523288,551.111,165.494,0.475765,574.023,125.563,0.746132,590.399,158.918,0.810844,558.989,170.048,0.818541,574.053,172.037,0.629213,568.141,170.713,0.570045,526.898,175.939,0.849363,552.422,217.886,0.63202,581.239,174.654,0.615511,538.014,180.551,0.750212,559.634,217.866,0.651372,547.832,232.257,0.508902,556.349,231.619,0.469892,565.521,219.833,0.607611,539.981,230.95,0.381413,539.333,228.328,0.33567,555.702,221.136,0.170865,fall-16-cam0_000000000004_keypoints
530.82,122.955,0.899636,555.693,128.807,0.797923,548.497,129.482,0.755109,558.332,154.352,0.742655,545.862,165.468,0.660053,562.248,128.159,0.763129,583.19,155.685,0.827687,553.082,170.079,0.881412,573.393,170.742,0.670893,567.484,170.063,0.583235,527.543,179.869,0.777899,553.073,217.893,0.712869,579.932,173.337,0.629068,538.035,184.485,0.774934,560.94,220.473,0.654388,548.489,232.92,0.626196,555.703,232.922,0.567186,566.816,222.437,0.6779,541.27,230.953,0.444839,540.635,228.331,0.389038,557.664,219.842,0.174101,fall-16-cam0_000000000011_keypoints
528.201,123.579,0.852284,553.08,128.814,0.833937,547.84,129.473,0.765367,558.973,154.332,0.674525,545.21,166.132,0.610575,558.32,128.183,0.807395,580.571,155.034,0.811816,552.396,170.089,0.853576,574.013,170.719,0.669676,568.132,169.401,0.565585,526.909,180.518,0.790243,553.088,217.863,0.660428,579.913,172.69,0.632345,537.344,185.808,0.841094,560.291,219.178,0.64825,547.192,232.899,0.616419,555.043,232.911,0.541673,566.824,222.423,0.672315,541.288,230.304,0.421088,541.284,228.323,0.36687,558.324,218.521,0.161382,fall-16-cam0_000000000012_keypoints
