643.854,174.088,0.796968,652.912,202.706,0.916605,633.362,192.272,0.886062,609.831,214.468,0.928492,579.903,235.396,0.884458,672.491,213.16,0.871428,664.737,253.631,0.843892,653.025,284.941,0.864034,625.542,257.608,0.738263,612.549,253.669,0.758785,602.079,296.765,0.733292,590.279,330.665,0.457905,637.277,265.416,0.734225,605.954,303.234,0.712669,566.825,341.124,0.72449,548.572,350.196,0.637416,557.634,352.806,0.630046,561.622,348.878,0.52683,0.0,0.0,0.0,0.0,0.0,0.0,590.367,337.146,0.274113,60_000000000000_keypoints
642.519,176.649,0.817413,650.361,202.747,0.883784,630.782,192.353,0.900457,604.687,215.796,0.851926,578.607,236.709,0.87072,669.909,213.157,0.825705,663.357,254.961,0.894,651.584,287.541,0.88418,621.635,260.158,0.775711,611.15,254.925,0.814817,600.717,298.021,0.696509,591.622,330.63,0.395172,632.101,266.679,0.778564,600.778,305.852,0.73445,558.978,347.558,0.731292,542.039,352.84,0.580947,547.289,358.028,0.619873,556.354,350.25,0.540457,586.392,338.472,0.0668066,588.977,338.421,0.0857036,595.543,331.974,0.215432,60_000000000001_keypoints
641.144,174.071,0.840595,649.006,204.016,0.867246,629.476,193.589,0.860797,602.058,217.11,0.845231,578.509,239.287,0.842256,666.02,213.252,0.823303,662.076,256.232,0.894927,643.867,288.865,0.830172,620.258,262.771,0.758247,608.575,254.985,0.777761,599.401,296.726,0.635047,591.653,330.625,0.370757,630.742,266.762,0.757464,598.157,307.141,0.726583,557.679,347.565,0.760296,538.113,355.451,0.688423,545.939,359.331,0.685693,553.76,350.239,0.560978,587.689,338.506,0.0995153,589.001,337.154,0.126351,595.548,333.262,0.203561,60_000000000002_keypoints
639.854,176.674,0.793157,643.829,204.091,0.898316,624.229,193.638,0.853116,600.721,219.743,0.885941,577.239,241.925,0.835849,663.455,214.538,0.849575,659.443,257.566,0.816343,642.557,290.187,0.846673,613.827,266.686,0.745748,602.079,260.167,0.725094,596.857,303.245,0.548755,594.244,331.932,0.346587,625.564,274.489,0.685807,594.229,308.446,0.708932,557.641,347.605,0.795591,538.071,356.746,0.739821,545.912,359.386,0.72595,553.756,350.255,0.589593,590.338,339.822,0.111557,590.328,338.481,0.142391,598.147,334.568,0.203635,60_000000000003_keypoints
632.077,174.094,0.856132,641.252,204.132,0.912068,620.366,193.695,0.881731,599.442,223.595,0.905237,577.216,243.208,0.825378,662.078,214.567,0.865283,652.996,261.502,0.850225,639.881,294.124,0.81307,612.53,265.414,0.779479,600.79,257.584,0.784894,589.057,298.071,0.729208,590.368,333.243,0.602021,624.267,273.194,0.704048,594.232,308.43,0.736249,557.632,347.587,0.793884,536.827,355.444,0.725768,544.654,359.325,0.719714,553.773,350.231,0.595562,589.029,342.381,0.280392,587.708,339.79,0.320401,596.824,337.169,0.372505,60_000000000004_keypoints
632.029,175.342,0.753765,639.885,205.365,0.866446,619.027,194.904,0.861705,599.38,223.614,0.899811,574.658,244.557,0.834884,660.739,215.829,0.809227,651.669,264.07,0.878044,633.357,297.961,0.85875,609.872,266.716,0.77652,598.153,260.185,0.731855,577.233,298.08,0.68998,587.716,328.069,0.522127,620.355,275.783,0.750026,590.304,309.799,0.751488,555.103,347.62,0.791456,536.818,356.72,0.744893,544.644,359.373,0.746642,551.175,350.23,0.601666,588.993,341.069,0.153078,587.667,339.732,0.184516,591.605,329.405,0.283889,60_000000000005_keypoints
630.689,180.579,0.816306,638.568,205.388,0.844699,617.706,193.625,0.862491,598.152,223.581,0.881082,575.979,244.531,0.841127,659.444,219.708,0.781579,650.344,264.072,0.847927,632.021,297.979,0.900325,608.594,266.655,0.802734,596.846,257.584,0.761011,570.79,296.697,0.806508,587.709,327.985,0.682997,620.312,274.51,0.766005,589.003,309.782,0.793691,553.802,348.846,0.807321,536.812,355.415,0.764305,545.905,359.351,0.771847,551.165,350.269,0.627432,589.022,341.1,0.291979,585.101,339.763,0.300306,590.33,329.293,0.425108,60_000000000006_keypoints
625.547,177.944,0.775773,633.396,206.691,0.852285,612.512,194.913,0.850899,592.942,224.918,0.8621,570.754,247.161,0.807447,654.277,218.431,0.803457,643.844,266.656,0.855465,626.849,298.085,0.829883,605.981,266.75,0.757226,592.926,261.476,0.735059,566.783,296.692,0.836829,594.241,316.289,0.593976,617.739,275.826,0.749421,586.42,313.691,0.758177,553.796,348.913,0.819895,536.796,358.009,0.782351,544.662,360.63,0.782885,551.155,351.518,0.620417,590.313,329.379,0.130692,590.377,330.638,0.130634,602.057,316.254,0.273777,60_000000000007_keypoints
622.915,175.347,0.799374,632.058,205.406,0.900426,611.199,193.683,0.881414,591.629,223.654,0.884309,569.465,245.886,0.831769,651.701,218.412,0.836476,641.244,266.687,0.872771,621.672,301.947,0.825026,600.779,267.994,0.77885,589.053,261.498,0.765217,559.005,296.726,0.88522,590.35,317.635,0.674469,612.495,275.856,0.770031,582.499,316.235,0.745758,552.486,348.91,0.810428,535.517,355.447,0.748006,543.323,359.381,0.771051,549.892,351.513,0.619678,589.011,331.936,0.171428,590.297,333.253,0.164582,599.475,317.602,0.345694,60_000000000008_keypoints
620.31,174.077,0.839991,629.474,206.678,0.858606,608.601,194.959,0.847981,590.267,224.919,0.920018,568.167,248.433,0.823568,650.342,219.717,0.800905,638.604,266.735,0.816318,617.727,305.822,0.802187,599.453,267.983,0.788003,587.684,261.461,0.736129,555.078,296.756,0.846068,579.858,318.878,0.683252,611.169,275.864,0.787375,579.921,317.547,0.738589,549.906,348.918,0.806897,535.489,358.006,0.786278,542.035,360.628,0.781932,548.578,350.241,0.591892,561.606,325.43,0.235994,560.326,325.426,0.216225,588.967,317.619,0.297919,60_000000000009_keypoints
617.682,172.813,0.687752,626.87,207.986,0.814654,607.298,194.967,0.814197,589.034,223.649,0.897931,568.182,245.883,0.86709,646.449,222.285,0.779488,632.148,270.603,0.831161,609.944,307.154,0.882636,596.854,269.3,0.744245,583.774,264.045,0.736106,548.621,298.05,0.858377,569.479,321.511,0.681046,608.59,277.141,0.783863,578.571,317.613,0.783855,548.538,350.18,0.83967,535.507,358.022,0.777282,542.022,360.636,0.753638,545.952,351.535,0.524719,552.493,333.265,0.333911,551.188,330.652,0.347816,578.58,321.509,0.329253,60_000000000010_keypoints
612.493,174.073,0.781023,622.934,210.556,0.852299,603.348,196.226,0.816027,587.724,223.654,0.884806,568.09,247.123,0.862595,642.561,222.34,0.835838,632.034,268.02,0.867511,607.276,307.178,0.810953,594.226,270.638,0.738405,581.173,264.095,0.789368,547.191,299.334,0.858939,555.07,325.417,0.810619,607.289,277.199,0.761489,579.836,318.848,0.842218,553.776,348.917,0.797866,538.146,356.755,0.713332,547.217,360.624,0.729201,551.154,350.218,0.529147,539.403,339.814,0.800471,538.083,337.153,0.787252,558.95,322.789,0.643014,60_000000000011_keypoints
